text,language,split
"La Renaissance fut une période de renouveau culturel qui transforma l'art, la littérature et la science européennes. La science des données combine statistiques, programmation et expertise du domaine pour extraire des insights.",fra,train
L'exploration spatiale a élargi notre compréhension de l'univers et de notre place dans celui-ci. L'apprentissage automatique est un sous-ensemble de l'intelligence artificielle qui se concentre sur les algorithmes.,fra,train
Machine learning is a subset of artificial intelligence that focuses on algorithms and statistical models. Quantum computing represents a paradigm shift in computational power and problem-solving capabilities.,eng,train
"Natural language processing enables computers to understand and process human language in valuable ways. Data science combines statistics, programming, and domain expertise to extract insights from data.",eng,train
"Machine learning is a subset of artificial intelligence that focuses on algorithms and statistical models. The Renaissance was a period of cultural rebirth that transformed European art, literature, and science.",eng,train
"La science des données combine statistiques, programmation et expertise du domaine pour extraire des insights. L'exploration spatiale a élargi notre compréhension de l'univers et de notre place dans celui-ci.",fra,train
Les sources d'énergie renouvelable comme le solaire et l'éolien sont essentielles pour le développement durable. La recherche médicale continue d'améliorer les traitements et la qualité de vie de millions de personnes.,fra,train
Medical research continues to advance treatments and improve quality of life for millions. Cultural diversity enriches communities and promotes understanding between different groups.,eng,train
Education is fundamental to personal growth and societal progress in the modern world. Natural language processing enables computers to understand and process human language in valuable ways.,eng,train
"La ciencia de datos combina estadísticas, programación y experiencia del dominio para extraer insights. El aprendizaje automático es un subconjunto de la inteligencia artificial que se enfoca en algoritmos.",spa,train
"El zorro marrón rápido salta sobre el perro perezoso. Este es un ejemplo de texto en español. La ciencia de datos combina estadísticas, programación y experiencia del dominio para extraer insights.",spa,val
Natural language processing enables computers to understand and process human language in valuable ways. Machine learning is a subset of artificial intelligence that focuses on algorithms and statistical models.,eng,train
"Internet ha revolucionado la comunicación, el comercio y el acceso a la información a nivel global. La computación cuántica representa un cambio de paradigma en el poder computacional y las capacidades de resolución.",spa,train
Las fuentes de energía renovable como la solar y eólica son esenciales para el desarrollo sostenible. El zorro marrón rápido salta sobre el perro perezoso. Este es un ejemplo de texto en español.,spa,train
"Internet a révolutionné la communication, le commerce et l'accès à l'information à l'échelle mondiale. Le traitement du langage naturel permet aux ordinateurs de comprendre le langage humain de manière précise.",fra,train
